no,userstory,role,capability,objective,informal_normalized_userstory,normalized_dataframe,tokenized_userstory,stopwords_userstory,lemmatized_userstory,string_lemmatized_userstory
۱۲۴,به عنوان یک مشتری آنلاین من می‌خواهم با وارد کردن اطلاعات کارت اعتباری خود، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم تا بتوانم بدون معطلی خریدهای خود را تکمیل کنم. ,مشتری آنلاین,با وارد کردن اطلاعات کارت اعتباری خود، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم,بدون معطلی خریدهای خود را تکمیل کنم.,به عنوان یک مشتری آنلاین من می‌خواهم با وارد کردن اطلاعات کارت اعتباری خود ، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم تا بتوانم بدون معطلی خریدهای خود را تکمیل کنم .,به عنوان یک مشتری آنلاین من می‌خواهم با وارد کردن اطلاعات کارت اعتباری خود، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم تا بتوانم بدون معطلی خریدهای خود را تکمیل کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'آنلاین', 'من', 'می\u200cخواهم', 'با', 'وارد', 'کردن', 'اطلاعات', 'کارت', 'اعتباری', 'خود', '،', 'پرداخت\u200cها', 'را', 'در', 'سریع\u200cترین', 'زمان', 'ممکن', 'انجام', 'دهم', 'تا', 'بتوانم', 'بدون', 'معطلی', 'خریدهای', 'خود', 'را', 'تکمیل', 'کنم', '.']","['عنوان', 'مشتری', 'آنلاین', 'می\u200cخواهم', 'اطلاعات', 'کارت', 'اعتباری', '،', 'پرداخت\u200cها', 'سریع\u200cترین', 'زمان', 'انجام', 'دهم', 'بتوانم', 'معطلی', 'خریدهای', 'تکمیل', '.']","['عنوان', 'مشتری', 'آنلاین', 'خواست#خواه', 'اطلاعات', 'کارت', 'اعتباری', '،', 'پرداخت', 'سریع', 'زمان', 'انجام', 'دهم', 'توانست#توان', 'معطلی', 'خرید', 'تکمیل', '.']",عنوان مشتری آنلاین خواست#خواه اطلاعات کارت اعتباری ، پرداخت سریع زمان انجام دهم توانست#توان معطلی خرید تکمیل .
۱۲۶,به عنوان یک مدیر پروژه من می‌خواهم بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم تا بتوانم به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم. ,مدیر پروژه,بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم,به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم.,به عنوان یک مدیر پروژه من می‌خواهم بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم تا بتوانم به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم .,به عنوان یک مدیر پروژه من می‌خواهم بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم تا بتوانم به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم.,"['به', 'عنوان', 'یک', 'مدیر', 'پروژه', 'من', 'می\u200cخواهم', 'بتوانم', 'پیام\u200cهای', 'گروهی', 'را', 'به', 'تیم\u200cهای', 'مختلف', 'ارسال', 'کنم', 'تا', 'بتوانم', 'به', 'سرعت', 'اطلاعات', 'مهم', 'را', 'با', 'اعضای', 'تیم', 'به', 'اشتراک', 'بگذارم', 'و', 'از', 'اتلاف', 'وقت', 'جلوگیری', 'کنم', '.']","['عنوان', 'مدیر', 'پروژه', 'می\u200cخواهم', 'بتوانم', 'پیام\u200cهای', 'تیم\u200cهای', 'مختلف', 'ارسال', 'بتوانم', 'سرعت', 'اطلاعات', 'اعضای', 'تیم', 'اشتراک', 'بگذارم', 'اتلاف', 'وقت', 'جلوگیری', '.']","['عنوان', 'مدیر', 'پروژه', 'خواست#خواه', 'توانست#توان', 'پیام', 'تیم', 'مختلف', 'ارسال', 'توانست#توان', 'سرعت', 'اطلاعات', 'اعضا', 'تیم', 'اشتراک', 'گذارد#گذار', 'اتلاف', 'وقت', 'جلوگیری', '.']",عنوان مدیر پروژه خواست#خواه توانست#توان پیام تیم مختلف ارسال توانست#توان سرعت اطلاعات اعضا تیم اشتراک گذارد#گذار اتلاف وقت جلوگیری .
۱۲۷,به عنوان یک کاربر من می‌خواهم امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته باشم تا بتوانم بدون نیاز به تایپ زیاد و با سرعت بالا، مشکل خود را ثبت کنم. ,کاربر,امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته باشم,بدون نیاز به تایپ زیاد و با سرعت بالا، مشکل خود را ثبت کنم.,به عنوان یک کاربر من می‌خواهم امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته_باشم تا بتوانم بدون نیاز به تایپ زیاد و با سرعت بالا ، مشکل خود را ثبت کنم .,به عنوان یک کاربر من می‌خواهم امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته_باشم تا بتوانم بدون نیاز به تایپ زیاد و با سرعت بالا، مشکل خود را ثبت کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'امکان', 'ثبت', 'درخواست', 'پشتیبانی', 'با', 'استفاده', 'از', 'فرم\u200cهای', 'خودکار', 'و', 'انتخابی', 'را', 'داشته_باشم', 'تا', 'بتوانم', 'بدون', 'نیاز', 'به', 'تایپ', 'زیاد', 'و', 'با', 'سرعت', 'بالا', '،', 'مشکل', 'خود', 'را', 'ثبت', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'ثبت', 'درخواست', 'پشتیبانی', 'استفاده', 'فرم\u200cهای', 'خودکار', 'انتخابی', 'داشته_باشم', 'بتوانم', 'تایپ', 'سرعت', '،', 'مشکل', 'ثبت', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'ثبت', 'درخواست', 'پشتیبانی', 'استفاده', 'فرم', 'خودکار', 'انتخابی', 'داشت#دار', 'توانست#توان', 'تایپ', 'سرعت', '،', 'مشکل', 'ثبت', '.']",عنوان کاربر خواست#خواه ثبت درخواست پشتیبانی استفاده فرم خودکار انتخابی داشت#دار توانست#توان تایپ سرعت ، مشکل ثبت .
۱۲۸,به عنوان یک مسئول انبار من می‌خواهم بتوانم موجودی کالاها را به صورت لحظه‌ای و بدون تأخیر در سیستم به‌روزرسانی کنم تا بتوانم اطلاعات دقیق و به‌روز در اختیار تیم فروش قرار دهم. ,مسئول انبار,بتوانم موجودی کالاها را به صورت لحظه‌ای و بدون تأخیر در سیستم به‌روزرسانی کنم,اطلاعات دقیق و به‌روز در اختیار تیم فروش قرار دهم.,به عنوان یک مسئول انبار من می‌خواهم بتوانم موجودی کالاها را به صورت لحظه‌ای و بدون تأخیر در سیستم به‌روزرسانی کنم تا بتوانم اطلاعات دقیق و به‌روز در اختیار تیم فروش قرار دهم .,به عنوان یک مسئول انبار من می‌خواهم بتوانم موجودی کالاها را به صورت لحظه‌ای و بدون تأخیر در سیستم به‌روزرسانی کنم تا بتوانم اطلاعات دقیق و به‌روز در اختیار تیم فروش قرار دهم.,"['به', 'عنوان', 'یک', 'مسئول', 'انبار', 'من', 'می\u200cخواهم', 'بتوانم', 'موجودی', 'کالاها', 'را', 'به', 'صورت', 'لحظه\u200cای', 'و', 'بدون', 'تأخیر', 'در', 'سیستم', 'به\u200cروزرسانی', 'کنم', 'تا', 'بتوانم', 'اطلاعات', 'دقیق', 'و', 'به\u200cروز', 'در', 'اختیار', 'تیم', 'فروش', 'قرار', 'دهم', '.']","['عنوان', 'مسئول', 'انبار', 'می\u200cخواهم', 'بتوانم', 'موجودی', 'کالاها', 'صورت', 'لحظه\u200cای', 'تأخیر', 'سیستم', 'به\u200cروزرسانی', 'بتوانم', 'اطلاعات', 'دقیق', 'به\u200cروز', 'اختیار', 'تیم', 'فروش', 'قرار', 'دهم', '.']","['عنوان', 'مسئول', 'انبار', 'خواست#خواه', 'توانست#توان', 'موجودی', 'کالا', 'صورت', 'لحظه', 'تأخیر', 'سیستم', 'به\u200cروزرسانی', 'توانست#توان', 'اطلاعات', 'دقیق', 'به\u200cروز', 'اختیار', 'تیم', 'فروش', 'قرار', 'دهم', '.']",عنوان مسئول انبار خواست#خواه توانست#توان موجودی کالا صورت لحظه تأخیر سیستم به‌روزرسانی توانست#توان اطلاعات دقیق به‌روز اختیار تیم فروش قرار دهم .
۱۲۹,به عنوان یک حسابدار من می‌خواهم بتوانم گزارش‌های مالی را با پارامترهای مختلف به سرعت تنظیم و استخراج کنم تا بتوانم از اطلاعات مالی دقیق و به‌روز برای تصمیم‌گیری‌های سریع استفاده کنم. ,حسابدار,بتوانم گزارش‌های مالی را با پارامترهای مختلف به سرعت تنظیم و استخراج کنم,از اطلاعات مالی دقیق و به‌روز برای تصمیم‌گیری‌های سریع استفاده کنم.,به عنوان یک حسابدار من می‌خواهم بتوانم گزارش‌های مالی را با پارامترهای مختلف به سرعت تنظیم و استخراج کنم تا بتوانم از اطلاعات مالی دقیق و به‌روز برای تصمیم‌گیری‌های سریع استفاده کنم .,به عنوان یک حسابدار من می‌خواهم بتوانم گزارش‌های مالی را با پارامترهای مختلف به سرعت تنظیم و استخراج کنم تا بتوانم از اطلاعات مالی دقیق و به‌روز برای تصمیم‌گیری‌های سریع استفاده کنم.,"['به', 'عنوان', 'یک', 'حسابدار', 'من', 'می\u200cخواهم', 'بتوانم', 'گزارش\u200cهای', 'مالی', 'را', 'با', 'پارامترهای', 'مختلف', 'به', 'سرعت', 'تنظیم', 'و', 'استخراج', 'کنم', 'تا', 'بتوانم', 'از', 'اطلاعات', 'مالی', 'دقیق', 'و', 'به\u200cروز', 'برای', 'تصمیم\u200cگیری\u200cهای', 'سریع', 'استفاده', 'کنم', '.']","['عنوان', 'حسابدار', 'می\u200cخواهم', 'بتوانم', 'گزارش\u200cهای', 'مالی', 'پارامترهای', 'مختلف', 'سرعت', 'تنظیم', 'استخراج', 'بتوانم', 'اطلاعات', 'مالی', 'دقیق', 'به\u200cروز', 'تصمیم\u200cگیری\u200cهای', 'سریع', 'استفاده', '.']","['عنوان', 'حسابدار', 'خواست#خواه', 'توانست#توان', 'گزارش', 'مالی', 'پارامتر', 'مختلف', 'سرعت', 'تنظیم', 'استخراج', 'توانست#توان', 'اطلاعات', 'مالی', 'دقیق', 'به\u200cروز', 'تصمیم\u200cگیری', 'سریع', 'استفاده', '.']",عنوان حسابدار خواست#خواه توانست#توان گزارش مالی پارامتر مختلف سرعت تنظیم استخراج توانست#توان اطلاعات مالی دقیق به‌روز تصمیم‌گیری سریع استفاده .
۱۳۰,به عنوان یک مدیر سیستم من می‌خواهم بتوانم به سرعت وضعیت عملکرد سیستم‌ها و سرورها را بررسی کنم تا بتوانم مشکلات احتمالی را پیش از بروز بحران شناسایی و رفع کنم. ,مدیر سیستم,بتوانم به سرعت وضعیت عملکرد سیستم‌ها و سرورها را بررسی کنم,مشکلات احتمالی را پیش از بروز بحران شناسایی و رفع کنم.,به عنوان یک مدیر سیستم من می‌خواهم بتوانم به سرعت وضعیت عملکرد سیستم‌ها و سرورها را بررسی کنم تا بتوانم مشکلات احتمالی را پیش از بروز بحران شناسایی و رفع کنم .,به عنوان یک مدیر سیستم من می‌خواهم بتوانم به سرعت وضعیت عملکرد سیستم‌ها و سرورها را بررسی کنم تا بتوانم مشکلات احتمالی را پیش از بروز بحران شناسایی و رفع کنم.,"['به', 'عنوان', 'یک', 'مدیر', 'سیستم', 'من', 'می\u200cخواهم', 'بتوانم', 'به', 'سرعت', 'وضعیت', 'عملکرد', 'سیستم\u200cها', 'و', 'سرورها', 'را', 'بررسی', 'کنم', 'تا', 'بتوانم', 'مشکلات', 'احتمالی', 'را', 'پیش', 'از', 'بروز', 'بحران', 'شناسایی', 'و', 'رفع', 'کنم', '.']","['عنوان', 'مدیر', 'سیستم', 'می\u200cخواهم', 'بتوانم', 'سرعت', 'وضعیت', 'عملکرد', 'سیستم\u200cها', 'سرورها', 'بررسی', 'بتوانم', 'مشکلات', 'احتمالی', 'بحران', 'شناسایی', 'رفع', '.']","['عنوان', 'مدیر', 'سیستم', 'خواست#خواه', 'توانست#توان', 'سرعت', 'وضعیت', 'عملکرد', 'سیستم', 'سرور', 'بررسی', 'توانست#توان', 'مشکلات', 'احتمال', 'بحران', 'شناسایی', 'رفع', '.']",عنوان مدیر سیستم خواست#خواه توانست#توان سرعت وضعیت عملکرد سیستم سرور بررسی توانست#توان مشکلات احتمال بحران شناسایی رفع .
۱۳۱,به عنوان یک کارشناس خرید من می‌خواهم درخواست‌های خرید را به صورت گروهی و با فیلترهای مختلف مشاهده و مدیریت کنم تا بتوانم به راحتی تمام درخواست‌ها را پیگیری و ترتیب انجام آن‌ها را مشخص کنم. ,کارشناس خرید,درخواست‌های خرید را به صورت گروهی و با فیلترهای مختلف مشاهده و مدیریت کنم,به راحتی تمام درخواست‌ها را پیگیری و ترتیب انجام آن‌ها را مشخص کنم.,به عنوان یک کارشناس خرید من می‌خواهم درخواست‌های خرید را به صورت گروهی و با فیلترهای مختلف مشاهده و مدیریت کنم تا بتوانم به راحتی تمام درخواست‌ها را پیگیری و ترتیب انجام آن‌ها را مشخص کنم .,به عنوان یک کارشناس خرید من می‌خواهم درخواست‌های خرید را به صورت گروهی و با فیلترهای مختلف مشاهده و مدیریت کنم تا بتوانم به راحتی تمام درخواست‌ها را پیگیری و ترتیب انجام آن‌ها را مشخص کنم.,"['به', 'عنوان', 'یک', 'کارشناس', 'خرید', 'من', 'می\u200cخواهم', 'درخواست\u200cهای', 'خرید', 'را', 'به', 'صورت', 'گروهی', 'و', 'با', 'فیلترهای', 'مختلف', 'مشاهده', 'و', 'مدیریت', 'کنم', 'تا', 'بتوانم', 'به', 'راحتی', 'تمام', 'درخواست\u200cها', 'را', 'پیگیری', 'و', 'ترتیب', 'انجام', 'آن\u200cها', 'را', 'مشخص', 'کنم', '.']","['عنوان', 'کارشناس', 'خرید', 'می\u200cخواهم', 'درخواست\u200cهای', 'خرید', 'صورت', 'فیلترهای', 'مختلف', 'مشاهده', 'مدیریت', 'بتوانم', 'راحتی', 'درخواست\u200cها', 'پیگیری', 'انجام', 'آن\u200cها', '.']","['عنوان', 'کارشناس', 'خرید', 'خواست#خواه', 'درخواست', 'خرید', 'صورت', 'فیلتر', 'مختلف', 'مشاهده', 'مدیریت', 'توانست#توان', 'راحتی', 'درخواست', 'پیگیری', 'انجام', 'آن', '.']",عنوان کارشناس خرید خواست#خواه درخواست خرید صورت فیلتر مختلف مشاهده مدیریت توانست#توان راحتی درخواست پیگیری انجام آن .
۱۳۲,به عنوان یک مسئول پشتیبانی من می‌خواهم اعلان‌های فوری به کاربرانی که به پشتیبانی نیاز دارند ارسال کنم تا بتوانم به سرعت مشکل کاربران را شناسایی و به آن‌ها رسیدگی کنم. ,مسئول پشتیبانی,اعلان‌های فوری به کاربرانی که به پشتیبانی نیاز دارند ارسال کنم,به سرعت مشکل کاربران را شناسایی و به آن‌ها رسیدگی کنم.,به عنوان یک مسئول پشتیبانی من می‌خواهم اعلان‌های فوری به کاربرانی که به پشتیبانی نیاز دارند ارسال کنم تا بتوانم به سرعت مشکل کاربران را شناسایی و به آن‌ها رسیدگی کنم .,به عنوان یک مسئول پشتیبانی من می‌خواهم اعلان‌های فوری به کاربرانی که به پشتیبانی نیاز دارند ارسال کنم تا بتوانم به سرعت مشکل کاربران را شناسایی و به آن‌ها رسیدگی کنم.,"['به', 'عنوان', 'یک', 'مسئول', 'پشتیبانی', 'من', 'می\u200cخواهم', 'اعلان\u200cهای', 'فوری', 'به', 'کاربرانی', 'که', 'به', 'پشتیبانی', 'نیاز', 'دارند', 'ارسال', 'کنم', 'تا', 'بتوانم', 'به', 'سرعت', 'مشکل', 'کاربران', 'را', 'شناسایی', 'و', 'به', 'آن\u200cها', 'رسیدگی', 'کنم', '.']","['عنوان', 'مسئول', 'پشتیبانی', 'می\u200cخواهم', 'اعلان\u200cهای', 'فوری', 'کاربرانی', 'پشتیبانی', 'ارسال', 'بتوانم', 'سرعت', 'مشکل', 'کاربران', 'شناسایی', 'آن\u200cها', 'رسیدگی', '.']","['عنوان', 'مسئول', 'پشتیبانی', 'خواست#خواه', 'اعلان', 'فوری', 'کاربرانی', 'پشتیبانی', 'ارسال', 'توانست#توان', 'سرعت', 'مشکل', 'کاربر', 'شناسایی', 'آن', 'رسیدگی', '.']",عنوان مسئول پشتیبانی خواست#خواه اعلان فوری کاربرانی پشتیبانی ارسال توانست#توان سرعت مشکل کاربر شناسایی آن رسیدگی .
۱۳۳,به عنوان یک تحلیلگر داده من می‌خواهم داده‌های بزرگ را به سرعت جستجو و فیلتر کنم تا بتوانم نتایج دقیق و مرتبط را در کمترین زمان ممکن پیدا کنم. ,تحلیلگر داده,داده‌های بزرگ را به سرعت جستجو و فیلتر کنم,نتایج دقیق و مرتبط را در کمترین زمان ممکن پیدا کنم.,به عنوان یک تحلیلگر داده من می‌خواهم داده‌های بزرگ را به سرعت جستجو و فیلتر کنم تا بتوانم نتایج دقیق و مرتبط را در کمترین زمان ممکن پیدا کنم .,به عنوان یک تحلیلگر داده من می‌خواهم داده‌های بزرگ را به سرعت جستجو و فیلتر کنم تا بتوانم نتایج دقیق و مرتبط را در کمترین زمان ممکن پیدا کنم.,"['به', 'عنوان', 'یک', 'تحلیلگر', 'داده', 'من', 'می\u200cخواهم', 'داده\u200cهای', 'بزرگ', 'را', 'به', 'سرعت', 'جستجو', 'و', 'فیلتر', 'کنم', 'تا', 'بتوانم', 'نتایج', 'دقیق', 'و', 'مرتبط', 'را', 'در', 'کمترین', 'زمان', 'ممکن', 'پیدا', 'کنم', '.']","['عنوان', 'تحلیلگر', 'می\u200cخواهم', 'داده\u200cهای', 'سرعت', 'جستجو', 'فیلتر', 'بتوانم', 'نتایج', 'دقیق', 'مرتبط', 'کمترین', 'زمان', '.']","['عنوان', 'تحلیلگر', 'خواست#خواه', 'داده', 'سرعت', 'جستجو', 'فیلتر', 'توانست#توان', 'نتایج', 'دقیق', 'مرتبط', 'کمترین', 'زمان', '.']",عنوان تحلیلگر خواست#خواه داده سرعت جستجو فیلتر توانست#توان نتایج دقیق مرتبط کمترین زمان .
۱۳۴,به عنوان یک نماینده خدمات مشتری من می‌خواهم ایمیل‌های مشتریان را با استفاده از پاسخ‌های آماده سریعاً پاسخ دهم تا بتوانم به سرعت به نیازهای مشتریان پاسخ دهم و زمان پاسخ‌دهی را کاهش دهم. ,نماینده خدمات مشتری,ایمیل‌های مشتریان را با استفاده از پاسخ‌های آماده سریعاً پاسخ دهم,به سرعت به نیازهای مشتریان پاسخ دهم و زمان پاسخ‌دهی را کاهش دهم.,به عنوان یک نماینده خدمات مشتری من می‌خواهم ایمیل‌های مشتریان را با استفاده از پاسخ‌های آماده سریع‌ها پاسخ دهم تا بتوانم به سرعت به نیازهای مشتریان پاسخ دهم و زمان پاسخ‌دهی را کاهش دهم .,به عنوان یک نماینده خدمات مشتری من می‌خواهم ایمیل‌های مشتریان را با استفاده از پاسخ‌های آماده سریع‌ها پاسخ دهم تا بتوانم به سرعت به نیازهای مشتریان پاسخ دهم و زمان پاسخ‌دهی را کاهش دهم.,"['به', 'عنوان', 'یک', 'نماینده', 'خدمات', 'مشتری', 'من', 'می\u200cخواهم', 'ایمیل\u200cهای', 'مشتریان', 'را', 'با', 'استفاده', 'از', 'پاسخ\u200cهای', 'آماده', 'سریع\u200cها', 'پاسخ', 'دهم', 'تا', 'بتوانم', 'به', 'سرعت', 'به', 'نیازهای', 'مشتریان', 'پاسخ', 'دهم', 'و', 'زمان', 'پاسخ\u200cدهی', 'را', 'کاهش', 'دهم', '.']","['عنوان', 'نماینده', 'خدمات', 'مشتری', 'می\u200cخواهم', 'ایمیل\u200cهای', 'مشتریان', 'استفاده', 'پاسخ\u200cهای', 'آماده', 'سریع\u200cها', 'پاسخ', 'دهم', 'بتوانم', 'سرعت', 'نیازهای', 'مشتریان', 'پاسخ', 'دهم', 'زمان', 'پاسخ\u200cدهی', 'کاهش', 'دهم', '.']","['عنوان', 'نماینده', 'خدمات', 'مشتری', 'خواست#خواه', 'ایمیل', 'مشتریان', 'استفاده', 'پاسخ', 'آماده', 'سریع', 'پاسخ', 'دهم', 'توانست#توان', 'سرعت', 'نیاز', 'مشتریان', 'پاسخ', 'دهم', 'زمان', 'پاسخ\u200cدهی', 'کاهش', 'دهم', '.']",عنوان نماینده خدمات مشتری خواست#خواه ایمیل مشتریان استفاده پاسخ آماده سریع پاسخ دهم توانست#توان سرعت نیاز مشتریان پاسخ دهم زمان پاسخ‌دهی کاهش دهم .
۱۳۵,به عنوان یک مشتری من می‌خواهم فرآیند پرداخت را با استفاده از گزینه‌های سریع و ذخیره‌سازی اطلاعات کارت اعتباری انجام دهم تا بتوانم خریدهای خود را در کمترین زمان ممکن و بدون تأخیر انجام دهم. ,مشتری,فرآیند پرداخت را با استفاده از گزینه‌های سریع و ذخیره‌سازی اطلاعات کارت اعتباری انجام دهم,خریدهای خود را در کمترین زمان ممکن و بدون تأخیر انجام دهم.,به عنوان یک مشتری من می‌خواهم فرآیند پرداخت را با استفاده از گزینه‌های سریع و ذخیره‌سازی اطلاعات کارت اعتباری انجام دهم تا بتوانم خریدهای خود را در کمترین زمان ممکن و بدون تأخیر انجام دهم .,به عنوان یک مشتری من می‌خواهم فرآیند پرداخت را با استفاده از گزینه‌های سریع و ذخیره‌سازی اطلاعات کارت اعتباری انجام دهم تا بتوانم خریدهای خود را در کمترین زمان ممکن و بدون تأخیر انجام دهم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'فرآیند', 'پرداخت', 'را', 'با', 'استفاده', 'از', 'گزینه\u200cهای', 'سریع', 'و', 'ذخیره\u200cسازی', 'اطلاعات', 'کارت', 'اعتباری', 'انجام', 'دهم', 'تا', 'بتوانم', 'خریدهای', 'خود', 'را', 'در', 'کمترین', 'زمان', 'ممکن', 'و', 'بدون', 'تأخیر', 'انجام', 'دهم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'فرآیند', 'پرداخت', 'استفاده', 'گزینه\u200cهای', 'سریع', 'ذخیره\u200cسازی', 'اطلاعات', 'کارت', 'اعتباری', 'انجام', 'دهم', 'بتوانم', 'خریدهای', 'کمترین', 'زمان', 'تأخیر', 'انجام', 'دهم', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'فرآیند', 'پرداخت', 'استفاده', 'گزینه', 'سریع', 'ذخیره\u200cسازی', 'اطلاعات', 'کارت', 'اعتباری', 'انجام', 'دهم', 'توانست#توان', 'خرید', 'کمترین', 'زمان', 'تأخیر', 'انجام', 'دهم', '.']",عنوان مشتری خواست#خواه فرآیند پرداخت استفاده گزینه سریع ذخیره‌سازی اطلاعات کارت اعتباری انجام دهم توانست#توان خرید کمترین زمان تأخیر انجام دهم .
۱۳۶,به عنوان یک رهبر تیم من می‌خواهم بتوانم وظایف مختلف تیم را سریعاً اضافه، ویرایش یا حذف کنم تا بتوانم بدون تأخیر و با کارایی بالا، پروژه‌ها را به موقع مدیریت کنم. ,رهبر تیم,بتوانم وظایف مختلف تیم را سریعاً اضافه، ویرایش یا حذف کنم,بدون تأخیر و با کارایی بالا، پروژه‌ها را به موقع مدیریت کنم.,به عنوان یک رهبر تیم من می‌خواهم بتوانم وظایف مختلف تیم را سریع‌ها اضافه ، ویرایش یا حذف کنم تا بتوانم بدون تأخیر و با کارایی بالا ، پروژه‌ها را به موقع مدیریت کنم .,به عنوان یک رهبر تیم من می‌خواهم بتوانم وظایف مختلف تیم را سریع‌ها اضافه، ویرایش یا حذف کنم تا بتوانم بدون تأخیر و با کارایی بالا، پروژه‌ها را به موقع مدیریت کنم.,"['به', 'عنوان', 'یک', 'رهبر', 'تیم', 'من', 'می\u200cخواهم', 'بتوانم', 'وظایف', 'مختلف', 'تیم', 'را', 'سریع\u200cها', 'اضافه', '،', 'ویرایش', 'یا', 'حذف', 'کنم', 'تا', 'بتوانم', 'بدون', 'تأخیر', 'و', 'با', 'کارایی', 'بالا', '،', 'پروژه\u200cها', 'را', 'به', 'موقع', 'مدیریت', 'کنم', '.']","['عنوان', 'رهبر', 'تیم', 'می\u200cخواهم', 'بتوانم', 'وظایف', 'مختلف', 'تیم', 'سریع\u200cها', 'اضافه', '،', 'ویرایش', 'حذف', 'بتوانم', 'تأخیر', 'کارایی', '،', 'پروژه\u200cها', 'موقع', 'مدیریت', '.']","['عنوان', 'رهبر', 'تیم', 'خواست#خواه', 'توانست#توان', 'وظایف', 'مختلف', 'تیم', 'سریع', 'اضافه', '،', 'ویرایش', 'حذف', 'توانست#توان', 'تأخیر', 'کارایی', '،', 'پروژه', 'موقع', 'مدیریت', '.']",عنوان رهبر تیم خواست#خواه توانست#توان وظایف مختلف تیم سریع اضافه ، ویرایش حذف توانست#توان تأخیر کارایی ، پروژه موقع مدیریت .
۱۳۷,به عنوان یک کاربر حرفه‌ای من می‌خواهم بتوانم به راحتی بین صفحات مختلف سیستم جابجا شوم تا بتوانم از پیمایش طولانی جلوگیری کنم و سریع‌تر به اطلاعات مورد نیاز خود دسترسی پیدا کنم. ,کاربر حرفه‌ای,بتوانم به راحتی بین صفحات مختلف سیستم جابجا شوم,از پیمایش طولانی جلوگیری کنم و سریع‌تر به اطلاعات مورد نیاز خود دسترسی پیدا کنم.,به عنوان یک کاربر حرفه‌ای من می‌خواهم بتوانم به راحتی بین صفحات مختلف سیستم جابجا شوم تا بتوانم از پیمایش طولانی جلوگیری کنم و سریع‌تر به اطلاعات مورد نیاز خود دسترسی پیدا کنم .,به عنوان یک کاربر حرفه‌ای من می‌خواهم بتوانم به راحتی بین صفحات مختلف سیستم جابجا شوم تا بتوانم از پیمایش طولانی جلوگیری کنم و سریع‌تر به اطلاعات مورد نیاز خود دسترسی پیدا کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'حرفه\u200cای', 'من', 'می\u200cخواهم', 'بتوانم', 'به', 'راحتی', 'بین', 'صفحات', 'مختلف', 'سیستم', 'جابجا', 'شوم', 'تا', 'بتوانم', 'از', 'پیمایش', 'طولانی', 'جلوگیری', 'کنم', 'و', 'سریع\u200cتر', 'به', 'اطلاعات', 'مورد', 'نیاز', 'خود', 'دسترسی', 'پیدا', 'کنم', '.']","['عنوان', 'کاربر', 'حرفه\u200cای', 'می\u200cخواهم', 'بتوانم', 'راحتی', 'صفحات', 'مختلف', 'سیستم', 'جابجا', 'شوم', 'بتوانم', 'پیمایش', 'طولانی', 'جلوگیری', 'سریع\u200cتر', 'اطلاعات', 'دسترسی', '.']","['عنوان', 'کاربر', 'حرفه\u200cای', 'خواست#خواه', 'توانست#توان', 'راحتی', 'صفحات', 'مختلف', 'سیستم', 'جابجا', 'شوم', 'توانست#توان', 'پیمایش', 'طولانی', 'جلوگیری', 'سریع', 'اطلاعات', 'دسترسی', '.']",عنوان کاربر حرفه‌ای خواست#خواه توانست#توان راحتی صفحات مختلف سیستم جابجا شوم توانست#توان پیمایش طولانی جلوگیری سریع اطلاعات دسترسی .
