no,userstory,role,capability,objective,informal_normalized_userstory,normalized_dataframe,tokenized_userstory,stopwords_userstory,lemmatized_userstory,string_lemmatized_userstory
65,به عنوان یک مدیر پروژه من می‌خواهم بتوانم وظایف را به راحتی اولویت‌بندی و مدیریت کنم تا بتوانم پروژه‌ها را سریع‌تر پیش ببرم و نیاز به انجام تغییرات را به حداقل برسانم. ,مدیر پروژه,بتوانم وظایف را به راحتی اولویت‌بندی و مدیریت کنم,پروژه‌ها را سریع‌تر پیش ببرم و نیاز به انجام تغییرات را به حداقل برسانم.,به عنوان یک مدیر پروژه من می‌خواهم بتوانم وظایف را به راحتی اولویت‌بندی و مدیریت کنم تا بتوانم پروژه‌ها را سریع‌تر پیش ببرم و نیاز به انجام تغییرات را به حداقل برسانم .,به عنوان یک مدیر پروژه من می‌خواهم بتوانم وظایف را به راحتی اولویت‌بندی و مدیریت کنم تا بتوانم پروژه‌ها را سریع‌تر پیش ببرم و نیاز به انجام تغییرات را به حداقل برسانم.,"['به', 'عنوان', 'یک', 'مدیر', 'پروژه', 'من', 'می\u200cخواهم', 'بتوانم', 'وظایف', 'را', 'به', 'راحتی', 'اولویت\u200cبندی', 'و', 'مدیریت', 'کنم', 'تا', 'بتوانم', 'پروژه\u200cها', 'را', 'سریع\u200cتر', 'پیش', 'ببرم', 'و', 'نیاز', 'به', 'انجام', 'تغییرات', 'را', 'به', 'حداقل', 'برسانم', '.']","['عنوان', 'مدیر', 'پروژه', 'می\u200cخواهم', 'بتوانم', 'وظایف', 'راحتی', 'اولویت\u200cبندی', 'مدیریت', 'بتوانم', 'پروژه\u200cها', 'سریع\u200cتر', 'ببرم', 'انجام', 'تغییرات', 'برسانم', '.']","['عنوان', 'مدیر', 'پروژه', 'خواست#خواه', 'توانست#توان', 'وظایف', 'راحتی', 'اولویت\u200cبندی', 'مدیریت', 'توانست#توان', 'پروژه', 'سریع', 'برد#بر', 'انجام', 'تغییرات', 'رساند#رسان', '.']",عنوان مدیر پروژه خواست#خواه توانست#توان وظایف راحتی اولویت‌بندی مدیریت توانست#توان پروژه سریع برد#بر انجام تغییرات رساند#رسان .
66,به عنوان یک مدیر وب‌سایت من می‌خواهم بتوانم به راحتی محتوا را به صورت دسته‌بندی شده و با استفاده از ابزارهای ویرایشی پیشرفته مدیریت کنم تا بتوانم بدون اتلاف وقت و با کارایی بالا، محتوای جدید را اضافه یا ویرایش کنم. ,مدیر وب‌سایت,بتوانم به راحتی محتوا را به صورت دسته‌بندی شده و با استفاده از ابزارهای ویرایشی پیشرفته مدیریت کنم,بدون اتلاف وقت و با کارایی بالا، محتوای جدید را اضافه یا ویرایش کنم.,به عنوان یک مدیر وب‌سایت من می‌خواهم بتوانم به راحتی محتوا را به صورت دسته‌بندی شده و با استفاده از ابزارهای ویرایشی پیشرفته مدیریت کنم تا بتوانم بدون اتلاف وقت و با کارایی بالا ، محتوای جدید را اضافه یا ویرایش کنم .,به عنوان یک مدیر وب‌سایت من می‌خواهم بتوانم به راحتی محتوا را به صورت دسته‌بندی شده و با استفاده از ابزارهای ویرایشی پیشرفته مدیریت کنم تا بتوانم بدون اتلاف وقت و با کارایی بالا، محتوای جدید را اضافه یا ویرایش کنم.,"['به', 'عنوان', 'یک', 'مدیر', 'وب\u200cسایت', 'من', 'می\u200cخواهم', 'بتوانم', 'به', 'راحتی', 'محتوا', 'را', 'به', 'صورت', 'دسته\u200cبندی', 'شده', 'و', 'با', 'استفاده', 'از', 'ابزارهای', 'ویرایشی', 'پیشرفته', 'مدیریت', 'کنم', 'تا', 'بتوانم', 'بدون', 'اتلاف', 'وقت', 'و', 'با', 'کارایی', 'بالا', '،', 'محتوای', 'جدید', 'را', 'اضافه', 'یا', 'ویرایش', 'کنم', '.']","['عنوان', 'مدیر', 'وب\u200cسایت', 'می\u200cخواهم', 'بتوانم', 'راحتی', 'محتوا', 'صورت', 'دسته\u200cبندی', 'استفاده', 'ابزارهای', 'ویرایشی', 'پیشرفته', 'مدیریت', 'بتوانم', 'اتلاف', 'وقت', 'کارایی', '،', 'محتوای', 'اضافه', 'ویرایش', '.']","['عنوان', 'مدیر', 'وب\u200cسایت', 'خواست#خواه', 'توانست#توان', 'راحتی', 'محتوا', 'صورت', 'دسته\u200cبندی', 'استفاده', 'ابزار', 'ویرایش', 'پیشرفته', 'مدیریت', 'توانست#توان', 'اتلاف', 'وقت', 'کارایی', '،', 'محتوا', 'اضافه', 'ویرایش', '.']",عنوان مدیر وب‌سایت خواست#خواه توانست#توان راحتی محتوا صورت دسته‌بندی استفاده ابزار ویرایش پیشرفته مدیریت توانست#توان اتلاف وقت کارایی ، محتوا اضافه ویرایش .
67,به عنوان یک تحلیلگر داده من می‌خواهم گزارش‌های هفتگی به صورت خودکار از سیستم استخراج شده و به من ارسال شوند تا بتوانم زمان کمتری را صرف تهیه گزارش‌ها کنم و به سرعت به تحلیل داده‌ها بپردازم. ,تحلیلگر داده,گزارش‌های هفتگی به صورت خودکار از سیستم استخراج شده و به من ارسال شوند,زمان کمتری را صرف تهیه گزارش‌ها کنم و به سرعت به تحلیل داده‌ها بپردازم.,به عنوان یک تحلیلگر داده من می‌خواهم گزارش‌های هفتگی به صورت خودکار از سیستم استخراج شده و به من ارسال شوند تا بتوانم زمان کمتری را صرف تهیه گزارش‌ها کنم و به سرعت به تحلیل داده‌ها بپردازم .,به عنوان یک تحلیلگر داده من می‌خواهم گزارش‌های هفتگی به صورت خودکار از سیستم استخراج‌شده و به من ارسال شوند تا بتوانم زمان کمتری را صرف تهیه گزارش‌ها کنم و به سرعت به تحلیل داده‌ها بپردازم.,"['به', 'عنوان', 'یک', 'تحلیلگر', 'داده', 'من', 'می\u200cخواهم', 'گزارش\u200cهای', 'هفتگی', 'به', 'صورت', 'خودکار', 'از', 'سیستم', 'استخراج\u200cشده', 'و', 'به', 'من', 'ارسال', 'شوند', 'تا', 'بتوانم', 'زمان', 'کمتری', 'را', 'صرف', 'تهیه', 'گزارش\u200cها', 'کنم', 'و', 'به', 'سرعت', 'به', 'تحلیل', 'داده\u200cها', 'بپردازم', '.']","['عنوان', 'تحلیلگر', 'می\u200cخواهم', 'گزارش\u200cهای', 'هفتگی', 'صورت', 'خودکار', 'سیستم', 'استخراج\u200cشده', 'ارسال', 'بتوانم', 'زمان', 'کمتری', 'گزارش\u200cها', 'سرعت', 'تحلیل', 'داده\u200cها', 'بپردازم', '.']","['عنوان', 'تحلیلگر', 'خواست#خواه', 'گزارش', 'هفتگی', 'صورت', 'خودکار', 'سیستم', 'استخراج\u200cشده', 'ارسال', 'توانست#توان', 'زمان', 'کمتر', 'گزارش', 'سرعت', 'تحلیل', 'داده', 'پرداخت#پرداز', '.']",عنوان تحلیلگر خواست#خواه گزارش هفتگی صورت خودکار سیستم استخراج‌شده ارسال توانست#توان زمان کمتر گزارش سرعت تحلیل داده پرداخت#پرداز .
68,به عنوان یک مشتری فروشگاه آنلاین من می‌خواهم تاریخچه خریدهای قبلی خود را در چند ثانیه مشاهده کنم تا بتوانم خریدهای مشابه را سریع‌تر پیدا کنم و دوباره سفارش دهم. ,مشتری فروشگاه آنلاین,تاریخچه خریدهای قبلی خود را در چند ثانیه مشاهده کنم,خریدهای مشابه را سریع‌تر پیدا کنم و دوباره سفارش دهم.,به عنوان یک مشتری فروشگاه آنلاین من می‌خواهم تاریخچه خریدهای قبلی خود را در چند ثانیه مشاهده کنم تا بتوانم خریدهای مشابه را سریع‌تر پیدا کنم و دوباره سفارش دهم .,به عنوان یک مشتری فروشگاه آنلاین من می‌خواهم تاریخچه خریدهای قبلی خود را در چند ثانیه مشاهده کنم تا بتوانم خریدهای مشابه را سریع‌تر پیدا کنم و دوباره سفارش دهم.,"['به', 'عنوان', 'یک', 'مشتری', 'فروشگاه', 'آنلاین', 'من', 'می\u200cخواهم', 'تاریخچه', 'خریدهای', 'قبلی', 'خود', 'را', 'در', 'چند', 'ثانیه', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'خریدهای', 'مشابه', 'را', 'سریع\u200cتر', 'پیدا', 'کنم', 'و', 'دوباره', 'سفارش', 'دهم', '.']","['عنوان', 'مشتری', 'فروشگاه', 'آنلاین', 'می\u200cخواهم', 'تاریخچه', 'خریدهای', 'قبلی', 'ثانیه', 'مشاهده', 'بتوانم', 'خریدهای', 'مشابه', 'سریع\u200cتر', 'سفارش', 'دهم', '.']","['عنوان', 'مشتری', 'فروشگاه', 'آنلاین', 'خواست#خواه', 'تاریخچه', 'خرید', 'قبلی', 'ثانیه', 'مشاهده', 'توانست#توان', 'خرید', 'مشابه', 'سریع', 'سفارش', 'دهم', '.']",عنوان مشتری فروشگاه آنلاین خواست#خواه تاریخچه خرید قبلی ثانیه مشاهده توانست#توان خرید مشابه سریع سفارش دهم .
69,به عنوان یک مدیر پروژه من می‌خواهم وضعیت تمامی پروژه‌ها و وظایف را در یک داشبورد ساده و یکپارچه مشاهده کنم تا بتوانم به سرعت پیشرفت پروژه‌ها را بررسی کرده و اقدامات لازم را انجام دهم. ,مدیر پروژه,وضعیت تمامی پروژه‌ها و وظایف را در یک داشبورد ساده و یکپارچه مشاهده کنم,به سرعت پیشرفت پروژه‌ها را بررسی کرده و اقدامات لازم را انجام دهم.,به عنوان یک مدیر پروژه من می‌خواهم وضعیت تمامی پروژه‌ها و وظایف را در یک داشبورد ساده و یکپارچه مشاهده کنم تا بتوانم به سرعت پیشرفت پروژه‌ها را بررسی کرده و اقدامات لازم را انجام دهم .,به عنوان یک مدیر پروژه من می‌خواهم وضعیت تمامی پروژه‌ها و وظایف را در یک داشبورد ساده و یکپارچه مشاهده کنم تا بتوانم به سرعت پیشرفت پروژه‌ها را بررسی کرده و اقدامات لازم را انجام دهم.,"['به', 'عنوان', 'یک', 'مدیر', 'پروژه', 'من', 'می\u200cخواهم', 'وضعیت', 'تمامی', 'پروژه\u200cها', 'و', 'وظایف', 'را', 'در', 'یک', 'داشبورد', 'ساده', 'و', 'یکپارچه', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'به', 'سرعت', 'پیشرفت', 'پروژه\u200cها', 'را', 'بررسی', 'کرده', 'و', 'اقدامات', 'لازم', 'را', 'انجام', 'دهم', '.']","['عنوان', 'مدیر', 'پروژه', 'می\u200cخواهم', 'وضعیت', 'پروژه\u200cها', 'وظایف', 'داشبورد', 'ساده', 'یکپارچه', 'مشاهده', 'بتوانم', 'سرعت', 'پیشرفت', 'پروژه\u200cها', 'بررسی', 'اقدامات', 'انجام', 'دهم', '.']","['عنوان', 'مدیر', 'پروژه', 'خواست#خواه', 'وضعیت', 'پروژه', 'وظایف', 'داشبورد', 'ساده', 'یکپارچه', 'مشاهده', 'توانست#توان', 'سرعت', 'پیشرفت', 'پروژه', 'بررسی', 'اقدامات', 'انجام', 'دهم', '.']",عنوان مدیر پروژه خواست#خواه وضعیت پروژه وظایف داشبورد ساده یکپارچه مشاهده توانست#توان سرعت پیشرفت پروژه بررسی اقدامات انجام دهم .
70,به عنوان یک کاربر بانک آنلاین من می‌خواهم صورتحساب‌های بانکی خود را در عرض چند ثانیه مشاهده و پرداخت کنم تا بتوانم بدون صرف وقت اضافی، به راحتی امور مالی خود را مدیریت کنم. ,کاربر بانک آنلاین,صورتحساب‌های بانکی خود را در عرض چند ثانیه مشاهده و پرداخت کنم,بدون صرف وقت اضافی، به راحتی امور مالی خود را مدیریت کنم.,به عنوان یک کاربر بانک آنلاین من می‌خواهم صورتحساب‌های بانکی خود را در عرض چند ثانیه مشاهده و پرداخت کنم تا بتوانم بدون صرف وقت اضافی ، به راحتی امور مالی خود را مدیریت کنم .,به عنوان یک کاربر بانک آنلاین من می‌خواهم صورتحساب‌های بانکی خود را در عرض چند ثانیه مشاهده و پرداخت کنم تا بتوانم بدون صرف وقت اضافی، به راحتی امور مالی خود را مدیریت کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'بانک', 'آنلاین', 'من', 'می\u200cخواهم', 'صورتحساب\u200cهای', 'بانکی', 'خود', 'را', 'در', 'عرض', 'چند', 'ثانیه', 'مشاهده', 'و', 'پرداخت', 'کنم', 'تا', 'بتوانم', 'بدون', 'صرف', 'وقت', 'اضافی', '،', 'به', 'راحتی', 'امور', 'مالی', 'خود', 'را', 'مدیریت', 'کنم', '.']","['عنوان', 'کاربر', 'بانک', 'آنلاین', 'می\u200cخواهم', 'صورتحساب\u200cهای', 'بانکی', 'عرض', 'ثانیه', 'مشاهده', 'پرداخت', 'بتوانم', 'وقت', 'اضافی', '،', 'راحتی', 'امور', 'مالی', 'مدیریت', '.']","['عنوان', 'کاربر', 'بانک', 'آنلاین', 'خواست#خواه', 'صورتحساب', 'بانکی', 'عرض', 'ثانیه', 'مشاهده', 'پرداخت', 'توانست#توان', 'وقت', 'اضافی', '،', 'راحتی', 'امور', 'مالی', 'مدیریت', '.']",عنوان کاربر بانک آنلاین خواست#خواه صورتحساب بانکی عرض ثانیه مشاهده پرداخت توانست#توان وقت اضافی ، راحتی امور مالی مدیریت .
71,به عنوان یک مسئول فروش من می‌خواهم به راحتی و با استفاده از قابلیت تکمیل خودکار، اطلاعات تماس مشتریان را ثبت کنم تا بتوانم روند ثبت‌نام و ارتباط با مشتریان را سریع‌تر و دقیق‌تر انجام دهم. ,مسئول فروش,به راحتی و با استفاده از قابلیت تکمیل خودکار، اطلاعات تماس مشتریان را ثبت کنم,روند ثبت‌نام و ارتباط با مشتریان را سریع‌تر و دقیق‌تر انجام دهم.,به عنوان یک مسئول فروش من می‌خواهم به راحتی و با استفاده از قابلیت تکمیل خودکار ، اطلاعات تماس مشتریان را ثبت کنم تا بتوانم روند ثبت‌نام و ارتباط با مشتریان را سریع‌تر و دقیق‌تر انجام دهم .,به عنوان یک مسئول فروش من می‌خواهم به راحتی و با استفاده از قابلیت تکمیل خودکار، اطلاعات تماس مشتریان را ثبت کنم تا بتوانم روند ثبت‌نام و ارتباط با مشتریان را سریع‌تر و دقیق‌تر انجام دهم.,"['به', 'عنوان', 'یک', 'مسئول', 'فروش', 'من', 'می\u200cخواهم', 'به', 'راحتی', 'و', 'با', 'استفاده', 'از', 'قابلیت', 'تکمیل', 'خودکار', '،', 'اطلاعات', 'تماس', 'مشتریان', 'را', 'ثبت', 'کنم', 'تا', 'بتوانم', 'روند', 'ثبت\u200cنام', 'و', 'ارتباط', 'با', 'مشتریان', 'را', 'سریع\u200cتر', 'و', 'دقیق\u200cتر', 'انجام', 'دهم', '.']","['عنوان', 'مسئول', 'فروش', 'می\u200cخواهم', 'راحتی', 'استفاده', 'قابلیت', 'تکمیل', 'خودکار', '،', 'اطلاعات', 'تماس', 'مشتریان', 'ثبت', 'بتوانم', 'ثبت\u200cنام', 'ارتباط', 'مشتریان', 'سریع\u200cتر', 'دقیق\u200cتر', 'انجام', 'دهم', '.']","['عنوان', 'مسئول', 'فروش', 'خواست#خواه', 'راحتی', 'استفاده', 'قابلیت', 'تکمیل', 'خودکار', '،', 'اطلاعات', 'تماس', 'مشتریان', 'ثبت', 'توانست#توان', 'ثبت\u200cنام', 'ارتباط', 'مشتریان', 'سریع', 'دقیق', 'انجام', 'دهم', '.']",عنوان مسئول فروش خواست#خواه راحتی استفاده قابلیت تکمیل خودکار ، اطلاعات تماس مشتریان ثبت توانست#توان ثبت‌نام ارتباط مشتریان سریع دقیق انجام دهم .
72,به عنوان یک مدیر بازاریابی من می‌خواهم گزارش‌های تحلیلی مربوط به کمپین‌های بازاریابی را به راحتی و با چند کلیک دریافت کنم تا بتوانم نتایج کمپین‌ها را سریعاً ارزیابی کرده و تصمیمات بهتری بگیرم. ,مدیر بازاریابی,گزارش‌های تحلیلی مربوط به کمپین‌های بازاریابی را به راحتی و با چند کلیک دریافت کنم,نتایج کمپین‌ها را سریعاً ارزیابی کرده و تصمیمات بهتری بگیرم.,به عنوان یک مدیر بازاریابی من می‌خواهم گزارش‌های تحلیلی مربوط به کمپین‌های بازاریابی را به راحتی و با چند کلیک دریافت کنم تا بتوانم نتایج کمپین‌ها را سریع‌ها ارزیابی کرده و تصمیمات بهتری بگیرم .,به عنوان یک مدیر بازاریابی من می‌خواهم گزارش‌های تحلیلی مربوط به کمپین‌های بازاریابی را به راحتی و با چند کلیک دریافت کنم تا بتوانم نتایج کمپین‌ها را سریع‌ها ارزیابی کرده و تصمیمات بهتری بگیرم.,"['به', 'عنوان', 'یک', 'مدیر', 'بازاریابی', 'من', 'می\u200cخواهم', 'گزارش\u200cهای', 'تحلیلی', 'مربوط', 'به', 'کمپین\u200cهای', 'بازاریابی', 'را', 'به', 'راحتی', 'و', 'با', 'چند', 'کلیک', 'دریافت', 'کنم', 'تا', 'بتوانم', 'نتایج', 'کمپین\u200cها', 'را', 'سریع\u200cها', 'ارزیابی', 'کرده', 'و', 'تصمیمات', 'بهتری', 'بگیرم', '.']","['عنوان', 'مدیر', 'بازاریابی', 'می\u200cخواهم', 'گزارش\u200cهای', 'تحلیلی', 'کمپین\u200cهای', 'بازاریابی', 'راحتی', 'کلیک', 'دریافت', 'بتوانم', 'نتایج', 'کمپین\u200cها', 'سریع\u200cها', 'ارزیابی', 'تصمیمات', 'بهتری', 'بگیرم', '.']","['عنوان', 'مدیر', 'بازاریابی', 'خواست#خواه', 'گزارش', 'تحلیلی', 'کمپین', 'بازاریابی', 'راحتی', 'کلیک', 'دریافت', 'توانست#توان', 'نتایج', 'کمپین', 'سریع', 'ارزیابی', 'تصمیمات', 'بهتری', 'گرفت#گیر', '.']",عنوان مدیر بازاریابی خواست#خواه گزارش تحلیلی کمپین بازاریابی راحتی کلیک دریافت توانست#توان نتایج کمپین سریع ارزیابی تصمیمات بهتری گرفت#گیر .
73,به عنوان یک نویسنده محتوا من می‌خواهم بتوانم به سرعت پیش‌نویس‌های ذخیره‌شده خود را بازیابی و ویرایش کنم تا بتوانم به سرعت به نوشتن ادامه دهم و زمان خود را برای نوشتن بیشتر صرف کنم. ,نویسنده محتوا,بتوانم به سرعت پیش‌نویس‌های ذخیره‌شده خود را بازیابی و ویرایش کنم,به سرعت به نوشتن ادامه دهم و زمان خود را برای نوشتن بیشتر صرف کنم.,به عنوان یک نویسنده محتوا من می‌خواهم بتوانم به سرعت پیش‌نویس‌های ذخیره‌شده خود را بازیابی و ویرایش کنم تا بتوانم به سرعت به نوشتن ادامه دهم و زمان خود را برای نوشتن بیشتر صرف کنم .,به عنوان یک نویسنده محتوا من می‌خواهم بتوانم به سرعت پیش‌نویس‌های ذخیره‌شده خود را بازیابی و ویرایش کنم تا بتوانم به سرعت به نوشتن ادامه دهم و زمان خود را برای نوشتن بیشتر صرف کنم.,"['به', 'عنوان', 'یک', 'نویسنده', 'محتوا', 'من', 'می\u200cخواهم', 'بتوانم', 'به', 'سرعت', 'پیش\u200cنویس\u200cهای', 'ذخیره\u200cشده', 'خود', 'را', 'بازیابی', 'و', 'ویرایش', 'کنم', 'تا', 'بتوانم', 'به', 'سرعت', 'به', 'نوشتن', 'ادامه', 'دهم', 'و', 'زمان', 'خود', 'را', 'برای', 'نوشتن', 'بیشتر', 'صرف', 'کنم', '.']","['عنوان', 'نویسنده', 'محتوا', 'می\u200cخواهم', 'بتوانم', 'سرعت', 'پیش\u200cنویس\u200cهای', 'ذخیره\u200cشده', 'بازیابی', 'ویرایش', 'بتوانم', 'سرعت', 'نوشتن', 'ادامه', 'دهم', 'زمان', 'نوشتن', '.']","['عنوان', 'نویسنده', 'محتوا', 'خواست#خواه', 'توانست#توان', 'سرعت', 'پیش\u200cنویس', 'ذخیره\u200cشده', 'بازیابی', 'ویرایش', 'توانست#توان', 'سرعت', 'نوشتن', 'ادامه', 'دهم', 'زمان', 'نوشتن', '.']",عنوان نویسنده محتوا خواست#خواه توانست#توان سرعت پیش‌نویس ذخیره‌شده بازیابی ویرایش توانست#توان سرعت نوشتن ادامه دهم زمان نوشتن .
74,به عنوان یک مشتری آنلاین من می‌خواهم با وارد کردن اطلاعات کارت اعتباری خود، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم تا بتوانم بدون معطلی خریدهای خود را تکمیل کنم. ,مشتری آنلاین,با وارد کردن اطلاعات کارت اعتباری خود، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم,بدون معطلی خریدهای خود را تکمیل کنم.,به عنوان یک مشتری آنلاین من می‌خواهم با وارد کردن اطلاعات کارت اعتباری خود ، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم تا بتوانم بدون معطلی خریدهای خود را تکمیل کنم .,به عنوان یک مشتری آنلاین من می‌خواهم با وارد کردن اطلاعات کارت اعتباری خود، پرداخت‌ها را در سریع‌ترین زمان ممکن انجام دهم تا بتوانم بدون معطلی خریدهای خود را تکمیل کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'آنلاین', 'من', 'می\u200cخواهم', 'با', 'وارد', 'کردن', 'اطلاعات', 'کارت', 'اعتباری', 'خود', '،', 'پرداخت\u200cها', 'را', 'در', 'سریع\u200cترین', 'زمان', 'ممکن', 'انجام', 'دهم', 'تا', 'بتوانم', 'بدون', 'معطلی', 'خریدهای', 'خود', 'را', 'تکمیل', 'کنم', '.']","['عنوان', 'مشتری', 'آنلاین', 'می\u200cخواهم', 'اطلاعات', 'کارت', 'اعتباری', '،', 'پرداخت\u200cها', 'سریع\u200cترین', 'زمان', 'انجام', 'دهم', 'بتوانم', 'معطلی', 'خریدهای', 'تکمیل', '.']","['عنوان', 'مشتری', 'آنلاین', 'خواست#خواه', 'اطلاعات', 'کارت', 'اعتباری', '،', 'پرداخت', 'سریع', 'زمان', 'انجام', 'دهم', 'توانست#توان', 'معطلی', 'خرید', 'تکمیل', '.']",عنوان مشتری آنلاین خواست#خواه اطلاعات کارت اعتباری ، پرداخت سریع زمان انجام دهم توانست#توان معطلی خرید تکمیل .
76,به عنوان یک مدیر پروژه من می‌خواهم بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم تا بتوانم به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم. ,مدیر پروژه,بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم,به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم.,به عنوان یک مدیر پروژه من می‌خواهم بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم تا بتوانم به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم .,به عنوان یک مدیر پروژه من می‌خواهم بتوانم پیام‌های گروهی را به تیم‌های مختلف ارسال کنم تا بتوانم به سرعت اطلاعات مهم را با اعضای تیم به اشتراک بگذارم و از اتلاف وقت جلوگیری کنم.,"['به', 'عنوان', 'یک', 'مدیر', 'پروژه', 'من', 'می\u200cخواهم', 'بتوانم', 'پیام\u200cهای', 'گروهی', 'را', 'به', 'تیم\u200cهای', 'مختلف', 'ارسال', 'کنم', 'تا', 'بتوانم', 'به', 'سرعت', 'اطلاعات', 'مهم', 'را', 'با', 'اعضای', 'تیم', 'به', 'اشتراک', 'بگذارم', 'و', 'از', 'اتلاف', 'وقت', 'جلوگیری', 'کنم', '.']","['عنوان', 'مدیر', 'پروژه', 'می\u200cخواهم', 'بتوانم', 'پیام\u200cهای', 'تیم\u200cهای', 'مختلف', 'ارسال', 'بتوانم', 'سرعت', 'اطلاعات', 'اعضای', 'تیم', 'اشتراک', 'بگذارم', 'اتلاف', 'وقت', 'جلوگیری', '.']","['عنوان', 'مدیر', 'پروژه', 'خواست#خواه', 'توانست#توان', 'پیام', 'تیم', 'مختلف', 'ارسال', 'توانست#توان', 'سرعت', 'اطلاعات', 'اعضا', 'تیم', 'اشتراک', 'گذارد#گذار', 'اتلاف', 'وقت', 'جلوگیری', '.']",عنوان مدیر پروژه خواست#خواه توانست#توان پیام تیم مختلف ارسال توانست#توان سرعت اطلاعات اعضا تیم اشتراک گذارد#گذار اتلاف وقت جلوگیری .
77,به عنوان یک کاربر من می‌خواهم امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته باشم تا بتوانم بدون نیاز به تایپ زیاد و با سرعت بالا، مشکل خود را ثبت کنم. ,کاربر,امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته باشم,بدون نیاز به تایپ زیاد و با سرعت بالا، مشکل خود را ثبت کنم.,به عنوان یک کاربر من می‌خواهم امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته_باشم تا بتوانم بدون نیاز به تایپ زیاد و با سرعت بالا ، مشکل خود را ثبت کنم .,به عنوان یک کاربر من می‌خواهم امکان ثبت درخواست پشتیبانی با استفاده از فرم‌های خودکار و انتخابی را داشته_باشم تا بتوانم بدون نیاز به تایپ زیاد و با سرعت بالا، مشکل خود را ثبت کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'امکان', 'ثبت', 'درخواست', 'پشتیبانی', 'با', 'استفاده', 'از', 'فرم\u200cهای', 'خودکار', 'و', 'انتخابی', 'را', 'داشته_باشم', 'تا', 'بتوانم', 'بدون', 'نیاز', 'به', 'تایپ', 'زیاد', 'و', 'با', 'سرعت', 'بالا', '،', 'مشکل', 'خود', 'را', 'ثبت', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'ثبت', 'درخواست', 'پشتیبانی', 'استفاده', 'فرم\u200cهای', 'خودکار', 'انتخابی', 'داشته_باشم', 'بتوانم', 'تایپ', 'سرعت', '،', 'مشکل', 'ثبت', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'ثبت', 'درخواست', 'پشتیبانی', 'استفاده', 'فرم', 'خودکار', 'انتخابی', 'داشت#دار', 'توانست#توان', 'تایپ', 'سرعت', '،', 'مشکل', 'ثبت', '.']",عنوان کاربر خواست#خواه ثبت درخواست پشتیبانی استفاده فرم خودکار انتخابی داشت#دار توانست#توان تایپ سرعت ، مشکل ثبت .
